ObservationDate,Confirmed,Deaths,Recovered
1/26/2020,9,0,0
1/26/2020,8,0,0
1/26/2020,7,0,0
1/26/2020,7,0,0
1/26/2020,5,0,0
1/26/2020,5,0,0
1/26/2020,4,0,0
1/26/2020,4,0,0
1/26/2020,4,0,0
1/26/2020,4,0,0
1/26/2020,1,0,0
1/26/2020,1,0,0
1/26/2020,1,0,0
1/26/2020,2,0,0
1/26/2020,1,0,0
1/26/2020,4,0,1
1/26/2020,8,0,2
1/26/2020,3,0,0
1/26/2020,4,0,0
1/26/2020,2,0,0
1/26/2020,3,0,0
1/26/2020,4,0,0
1/26/2020,1,0,0
1/26/2020,4,0,0
1/26/2020,1,0,0
1/27/2020,1423,76,45
1/27/2020,151,0,4
1/27/2020,128,0,1
1/27/2020,128,1,0
1/27/2020,110,0,0
1/27/2020,100,0,0
1/27/2020,80,1,2
1/27/2020,75,0,0
1/27/2020,72,0,2
1/27/2020,70,0,0
1/27/2020,69,0,0
1/27/2020,59,0,0
1/27/2020,53,1,3
1/27/2020,47,0,1
1/27/2020,46,0,0
1/27/2020,35,0,0
1/27/2020,33,1,0
1/27/2020,27,0,0
1/27/2020,26,0,0
1/27/2020,23,0,0
1/27/2020,21,1,0
1/27/2020,18,1,0
1/27/2020,14,0,0
1/27/2020,13,0,0
1/27/2020,11,0,0
1/27/2020,8,0,0
1/27/2020,7,0,0
1/27/2020,7,0,0
1/27/2020,6,0,0
1/27/2020,6,0,0
1/27/2020,6,0,0
1/27/2020,5,0,0
1/27/2020,5,0,0
1/27/2020,1,0,0
1/27/2020,1,0,0
1/27/2020,2,0,0
1/27/2020,1,0,0
1/27/2020,4,0,1
1/27/2020,8,0,2
1/27/2020,4,0,0
1/27/2020,5,0,0
1/27/2020,2,0,0
1/27/2020,3,0,0
1/27/2020,1,0,0
1/27/2020,4,0,0
1/27/2020,1,0,0
1/27/2020,1,0,0
1/27/2020,1,0,0
1/27/2020,1,0,0
1/27/2020,4,0,0
1/27/2020,1,0,0
1/28/2020,3554,125,80
1/28/2020,207,0,4
1/28/2020,173,0,3
1/28/2020,168,1,0
1/28/2020,143,0,0
1/28/2020,132,0,0
1/28/2020,109,0,3
1/28/2020,106,0,0
1/28/2020,95,0,0
1/28/2020,91,1,4
1/28/2020,90,0,0
1/28/2020,80,0,0
1/28/2020,70,0,1
1/28/2020,66,1,4
1/28/2020,51,0,2
1/28/2020,46,0,0
1/28/2020,44,0,0
1/28/2020,40,1,0
1/28/2020,34,0,0
1/28/2020,33,1,0
1/28/2020,33,1,0
1/28/2020,27,0,0
1/28/2020,24,0,0
1/28/2020,19,0,0
1/28/2020,15,0,0
1/28/2020,11,0,0
1/28/2020,10,0,0
1/28/2020,9,0,0
1/28/2020,8,0,0
1/28/2020,8,0,0
1/28/2020,8,0,0
1/28/2020,7,0,0
1/28/2020,6,0,0
1/28/2020,1,0,0
1/28/2020,1,0,0
1/28/2020,2,0,0
1/28/2020,1,0,0
1/28/2020,7,0,1
1/28/2020,14,0,5
1/28/2020,4,0,0
1/28/2020,7,0,0
1/28/2020,2,0,0
1/28/2020,4,0,0
1/28/2020,1,0,0
1/28/2020,4,0,0
1/28/2020,1,0,0
1/28/2020,1,0,0
1/28/2020,1,0,0
1/28/2020,1,0,0
1/28/2020,4,0,0
1/28/2020,1,0,0
1/28/2020,4,0,0
1/29/2020,3554,125,88
1/29/2020,296,0,3
1/29/2020,277,0,5
1/29/2020,221,0,0
1/29/2020,206,2,1
1/29/2020,152,0,2
1/29/2020,147,0,1
1/29/2020,130,0,1
1/29/2020,111,1,4
1/29/2020,109,0,3
1/29/2020,108,1,1
1/29/2020,99,0,1
1/29/2020,96,1,5
1/29/2020,84,0,0
1/29/2020,58,0,2
1/29/2020,56,0,0
1/29/2020,55,0,0
1/29/2020,48,1,0
1/29/2020,43,1,0
1/29/2020,39,0,1
1/29/2020,38,1,0
1/29/2020,27,0,0
1/29/2020,27,0,1
1/29/2020,24,0,0
1/29/2020,16,0,0
1/29/2020,13,0,0
1/29/2020,12,0,0
1/29/2020,10,0,0
1/29/2020,9,0,1
1/29/2020,9,0,0
1/29/2020,8,0,0
1/29/2020,7,0,0
1/29/2020,6,0,0
1/29/2020,1,0,0
1/29/2020,1,0,0
1/29/2020,2,0,0
1/29/2020,1,0,0
1/29/2020,7,0,1
1/29/2020,14,0,5
1/29/2020,4,0,0
1/29/2020,7,0,0
1/29/2020,2,0,0
1/29/2020,5,0,0
1/29/2020,1,0,0
1/29/2020,7,0,0
1/29/2020,1,0,0
1/29/2020,1,0,0
1/29/2020,1,0,0
1/29/2020,1,0,0
1/29/2020,4,0,0
1/29/2020,1,0,0
1/29/2020,4,0,0
1/29/2020,1,0,0
1/29/2020,4,0,0
1/30/2020,4903,162,90
1/30/2020,428,0,4
1/30/2020,354,0,10
1/30/2020,278,2,2
1/30/2020,277,0,2
1/30/2020,200,0,2
1/30/2020,182,0,1
1/30/2020,162,0,5
1/30/2020,158,0,1
1/30/2020,142,1,1
1/30/2020,129,0,1
1/30/2020,114,1,4
1/30/2020,112,1,5
1/30/2020,101,0,0
1/30/2020,78,0,2
1/30/2020,70,0,0
1/30/2020,65,1,0
1/30/2020,63,0,0
1/30/2020,46,1,1
1/30/2020,44,2,0
1/30/2020,41,0,1
1/30/2020,35,0,1
1/30/2020,31,0,0
1/30/2020,26,0,0
1/30/2020,19,0,0
1/30/2020,17,0,0
1/30/2020,14,0,1
1/30/2020,14,0,0
1/30/2020,12,0,1
1/30/2020,10,0,0
1/30/2020,9,0,0
1/30/2020,8,0,0
1/30/2020,7,0,0
1/30/2020,1,0,0
1/30/2020,1,0,0
1/30/2020,1,0,0
1/30/2020,2,0,0
1/30/2020,1,0,0
1/30/2020,11,0,1
1/30/2020,14,0,5
1/30/2020,4,0,0
1/30/2020,10,0,0
1/30/2020,2,0,0
1/30/2020,5,0,0
1/30/2020,1,0,0
1/30/2020,8,0,0
1/30/2020,2,0,0
1/30/2020,1,0,0
1/30/2020,1,0,0
1/30/2020,1,0,0
1/30/2020,4,0,2
1/30/2020,2,0,0
1/30/2020,3,0,0
1/30/2020,4,0,0
1/30/2020,1,0,0
1/30/2020,4,0,0
1/30/2020,1,0,0
1/30/2020,1,0,0
1/31/2020,5806,204,141
1/31/2020,538,0,14
1/31/2020,436,0,11
1/31/2020,352,2,3
1/31/2020,332,0,2
1/31/2020,240,0,7
1/31/2020,237,0,3
1/31/2020,211,0,1
1/31/2020,184,0,2
1/31/2020,177,1,1
1/31/2020,168,0,5
1/31/2020,139,1,5
1/31/2020,135,1,9
1/31/2020,120,0,0
1/31/2020,87,0,2
1/31/2020,87,0,0
1/31/2020,83,0,1
1/31/2020,82,1,0
1/31/2020,59,2,0
1/31/2020,52,1,1
1/31/2020,48,0,1
1/31/2020,39,0,1
1/31/2020,32,0,0
1/31/2020,29,0,2
1/31/2020,29,0,0
1/31/2020,21,0,0
1/31/2020,20,0,1
1/31/2020,17,0,0
1/31/2020,14,0,1
1/31/2020,12,0,0
1/31/2020,10,0,0
1/31/2020,8,0,0
1/31/2020,7,0,0
1/31/2020,1,0,0
1/31/2020,19,0,5
1/31/2020,15,0,1
1/31/2020,13,0,0
1/31/2020,11,0,0
1/31/2020,8,0,0
1/31/2020,5,0,0
1/31/2020,5,0,0
1/31/2020,4,0,2
1/31/2020,4,0,0
1/31/2020,3,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,2,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
1/31/2020,1,0,0
2/1/2020,7153,249,168
2/1/2020,599,0,21
2/1/2020,535,0,14
2/1/2020,422,2,3
2/1/2020,389,0,8
2/1/2020,297,0,5
2/1/2020,286,0,9
2/1/2020,247,1,3
2/1/2020,207,1,3
2/1/2020,206,0,3
2/1/2020,202,0,6
2/1/2020,169,1,10
2/1/2020,168,1,9
2/1/2020,144,0,0
2/1/2020,101,0,0
2/1/2020,100,0,2
2/1/2020,96,1,0
2/1/2020,93,0,2
2/1/2020,80,2,2
2/1/2020,64,0,1
2/1/2020,62,1,1
2/1/2020,47,0,1
2/1/2020,41,0,0
2/1/2020,40,0,0
2/1/2020,29,0,2
2/1/2020,26,0,0
2/1/2020,23,0,1
2/1/2020,20,0,1
2/1/2020,19,0,5
2/1/2020,18,0,0
2/1/2020,17,0,1
2/1/2020,16,0,0
2/1/2020,13,0,0
2/1/2020,12,0,0
2/1/2020,10,0,0
2/1/2020,9,0,0
2/1/2020,8,0,0
2/1/2020,8,0,0
2/1/2020,7,0,0
2/1/2020,6,0,0
2/1/2020,6,0,1
2/1/2020,4,0,2
2/1/2020,4,0,0
2/1/2020,4,0,0
2/1/2020,3,0,0
2/1/2020,3,0,0
2/1/2020,2,0,0
2/1/2020,2,0,0
2/1/2020,2,0,0
2/1/2020,2,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/1/2020,1,0,0
2/2/2020,11177,350,295
2/2/2020,661,0,32
2/2/2020,632,0,15
2/2/2020,493,2,10
2/2/2020,463,0,16
2/2/2020,340,0,7
2/2/2020,333,0,12
2/2/2020,300,2,7
2/2/2020,236,0,7
2/2/2020,231,1,11
2/2/2020,230,0,6
2/2/2020,191,1,9
2/2/2020,182,1,10
2/2/2020,159,0,0
2/2/2020,116,0,0
2/2/2020,111,0,2
2/2/2020,105,0,3
2/2/2020,104,1,3
2/2/2020,95,2,2
2/2/2020,70,0,1
2/2/2020,66,0,3
2/2/2020,64,1,4
2/2/2020,51,0,3
2/2/2020,48,0,1
2/2/2020,38,0,2
2/2/2020,28,0,0
2/2/2020,27,0,1
2/2/2020,23,0,1
2/2/2020,21,0,0
2/2/2020,20,0,1
2/2/2020,19,0,5
2/2/2020,18,0,0
2/2/2020,15,0,0
2/2/2020,15,0,0
2/2/2020,11,0,0
2/2/2020,10,0,0
2/2/2020,10,0,0
2/2/2020,8,0,0
2/2/2020,8,0,0
2/2/2020,6,0,0
2/2/2020,6,0,1
2/2/2020,5,0,0
2/2/2020,4,0,2
2/2/2020,4,0,0
2/2/2020,3,0,0
2/2/2020,2,0,0
2/2/2020,2,0,0
2/2/2020,2,0,0
2/2/2020,2,0,0
2/2/2020,2,1,0
2/2/2020,2,0,0
2/2/2020,2,0,0
2/2/2020,2,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/2/2020,1,0,0
2/3/2020,13522,414,386
2/3/2020,725,0,21
2/3/2020,724,0,43
2/3/2020,566,2,16
2/3/2020,521,0,22
2/3/2020,408,0,14
2/3/2020,391,0,18
2/3/2020,337,2,9
2/3/2020,271,0,8
2/3/2020,259,0,7
2/3/2020,254,1,14
2/3/2020,212,1,12
2/3/2020,203,1,10
2/3/2020,179,0,1
2/3/2020,128,0,0
2/3/2020,127,0,7
2/3/2020,121,2,2
2/3/2020,117,0,5
2/3/2020,113,1,3
2/3/2020,74,0,1
2/3/2020,74,0,2
2/3/2020,72,1,4
2/3/2020,60,0,1
2/3/2020,55,0,3
2/3/2020,46,0,2
2/3/2020,34,0,1
2/3/2020,31,0,1
2/3/2020,31,0,1
2/3/2020,24,0,0
2/3/2020,20,0,1
2/3/2020,19,0,5
2/3/2020,18,0,0
2/3/2020,15,0,0
2/3/2020,15,0,0
2/3/2020,13,0,0
2/3/2020,12,0,0
2/3/2020,10,0,0
2/3/2020,8,0,0
2/3/2020,8,0,0
2/3/2020,8,0,1
2/3/2020,6,0,0
2/3/2020,5,0,0
2/3/2020,4,0,2
2/3/2020,4,0,0
2/3/2020,3,0,0
2/3/2020,3,0,0
2/3/2020,2,0,0
2/3/2020,2,0,0
2/3/2020,2,0,0
2/3/2020,2,1,0
2/3/2020,2,0,0
2/3/2020,2,0,0
2/3/2020,2,0,0
2/3/2020,2,0,0
2/3/2020,2,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/3/2020,1,0,0
2/4/2020,16678,479,522
2/4/2020,829,0,62
2/4/2020,813,0,30
2/4/2020,675,2,27
2/4/2020,593,0,31
2/4/2020,480,0,20
2/4/2020,476,0,20
2/4/2020,366,2,9
2/4/2020,308,0,12
2/4/2020,282,1,14
2/4/2020,275,0,11
2/4/2020,228,1,23
2/4/2020,219,1,12
2/4/2020,194,0,3
2/4/2020,155,2,4
2/4/2020,142,0,2
2/4/2020,139,0,10
2/4/2020,126,1,4
2/4/2020,122,0,5
2/4/2020,81,0,2
2/4/2020,81,0,4
2/4/2020,80,1,5
2/4/2020,67,0,2
2/4/2020,58,0,2
2/4/2020,57,0,4
2/4/2020,42,0,1
2/4/2020,35,0,1
2/4/2020,34,0,1
2/4/2020,29,0,0
2/4/2020,25,0,5
2/4/2020,24,0,0
2/4/2020,22,0,1
2/4/2020,17,1,0
2/4/2020,16,0,0
2/4/2020,15,0,0
2/4/2020,12,0,0
2/4/2020,11,0,0
2/4/2020,10,0,0
2/4/2020,10,0,0
2/4/2020,8,0,1
2/4/2020,6,0,0
2/4/2020,5,0,0
2/4/2020,4,0,2
2/4/2020,4,0,0
2/4/2020,3,0,0
2/4/2020,3,0,0
2/4/2020,2,0,0
2/4/2020,2,0,0
2/4/2020,2,0,0
2/4/2020,2,1,0
2/4/2020,2,0,0
2/4/2020,2,0,0
2/4/2020,2,0,0
2/4/2020,2,0,0
2/4/2020,2,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/4/2020,1,0,0
2/5/2020,19665,549,633
2/5/2020,895,0,49
2/5/2020,895,0,78
2/5/2020,764,2,47
2/5/2020,661,0,54
2/5/2020,548,0,27
2/5/2020,530,0,23
2/5/2020,389,2,15
2/5/2020,341,0,23
2/5/2020,307,0,15
2/5/2020,301,1,24
2/5/2020,253,1,24
2/5/2020,243,1,15
2/5/2020,205,0,11
2/5/2020,190,2,7
2/5/2020,165,0,6
2/5/2020,150,0,13
2/5/2020,135,1,6
2/5/2020,128,0,5
2/5/2020,99,1,5
2/5/2020,89,0,4
2/5/2020,81,0,5
2/5/2020,69,1,2
2/5/2020,64,1,9
2/5/2020,62,0,6
2/5/2020,54,0,2
2/5/2020,42,0,3
2/5/2020,34,0,1
2/5/2020,32,0,0
2/5/2020,28,0,0
2/5/2020,25,0,5
2/5/2020,22,0,1
2/5/2020,21,1,0
2/5/2020,19,0,0
2/5/2020,17,0,3
2/5/2020,12,0,0
2/5/2020,12,0,0
2/5/2020,11,0,0
2/5/2020,10,0,0
2/5/2020,8,0,1
2/5/2020,6,0,0
2/5/2020,5,0,0
2/5/2020,4,0,2
2/5/2020,4,0,0
2/5/2020,3,0,0
2/5/2020,3,0,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,2,1,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,2,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/5/2020,1,0,0
2/6/2020,22112,618,817
2/6/2020,970,0,69
2/6/2020,954,0,94
2/6/2020,851,2,56
2/6/2020,711,0,81
2/6/2020,600,0,37
2/6/2020,591,0,34
2/6/2020,411,2,24
2/6/2020,373,0,34
2/6/2020,347,0,27
2/6/2020,321,1,31
2/6/2020,274,1,31
2/6/2020,257,1,25
2/6/2020,227,3,8
2/6/2020,215,0,14
2/6/2020,173,0,9
2/6/2020,168,0,14
2/6/2020,157,1,13
2/6/2020,133,0,7
2/6/2020,106,1,8
2/6/2020,96,0,12
2/6/2020,94,0,5
2/6/2020,79,1,2
2/6/2020,71,1,6
2/6/2020,62,0,6
2/6/2020,59,0,4
2/6/2020,46,0,4
2/6/2020,45,0,1
2/6/2020,40,0,1
2/6/2020,36,0,0
2/6/2020,28,0,0
2/6/2020,25,0,5
2/6/2020,24,1,0
2/6/2020,23,0,0
2/6/2020,18,0,3
2/6/2020,16,0,1
2/6/2020,12,0,0
2/6/2020,12,0,0
2/6/2020,10,0,1
2/6/2020,10,0,1
2/6/2020,6,0,0
2/6/2020,5,0,0
2/6/2020,4,0,2
2/6/2020,4,0,0
2/6/2020,4,0,0
2/6/2020,3,0,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,2,1,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,2,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/6/2020,1,0,0
2/7/2020,24953,699,1115
2/7/2020,1034,1,88
2/7/2020,1006,0,123
2/7/2020,914,3,86
2/7/2020,772,0,112
2/7/2020,665,0,47
2/7/2020,661,0,45
2/7/2020,426,2,31
2/7/2020,408,0,43
2/7/2020,386,0,37
2/7/2020,344,1,42
2/7/2020,297,1,33
2/7/2020,277,3,12
2/7/2020,277,1,30
2/7/2020,224,0,20
2/7/2020,184,0,17
2/7/2020,172,0,17
2/7/2020,172,1,22
2/7/2020,138,0,12
2/7/2020,117,2,10
2/7/2020,104,0,15
2/7/2020,99,0,7
2/7/2020,81,1,6
2/7/2020,81,1,2
2/7/2020,67,0,9
2/7/2020,65,1,4
2/7/2020,61,0,0
2/7/2020,50,0,5
2/7/2020,43,0,5
2/7/2020,39,0,0
2/7/2020,30,0,0
2/7/2020,25,1,0
2/7/2020,25,0,1
2/7/2020,25,0,5
2/7/2020,24,0,1
2/7/2020,18,0,3
2/7/2020,16,0,1
2/7/2020,13,0,0
2/7/2020,12,0,1
2/7/2020,10,0,1
2/7/2020,10,0,1
2/7/2020,6,0,0
2/7/2020,5,0,0
2/7/2020,5,0,0
2/7/2020,4,0,2
2/7/2020,4,0,0
2/7/2020,4,0,0
2/7/2020,3,0,0
2/7/2020,3,0,0
2/7/2020,3,1,0
2/7/2020,3,0,0
2/7/2020,2,0,0
2/7/2020,2,0,0
2/7/2020,2,0,0
2/7/2020,2,0,0
2/7/2020,2,0,0
2/7/2020,2,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/7/2020,1,0,0
2/8/2020,27100,780,1439
2/8/2020,1095,1,112
2/8/2020,1048,0,175
2/8/2020,981,4,116
2/8/2020,803,1,156
2/8/2020,733,0,59
2/8/2020,698,0,55
2/8/2020,439,0,51
2/8/2020,428,2,39
2/8/2020,416,0,44
2/8/2020,364,1,60
2/8/2020,315,2,34
2/8/2020,295,5,13
2/8/2020,286,1,41
2/8/2020,239,0,24
2/8/2020,195,1,30
2/8/2020,195,0,20
2/8/2020,183,0,17
2/8/2020,138,0,17
2/8/2020,124,2,14
2/8/2020,115,0,21
2/8/2020,105,0,8
2/8/2020,89,1,7
2/8/2020,88,1,4
2/8/2020,79,1,12
2/8/2020,69,1,4
2/8/2020,61,0,0
2/8/2020,52,0,5
2/8/2020,45,0,15
2/8/2020,42,0,0
2/8/2020,33,0,2
2/8/2020,32,0,10
2/8/2020,26,1,0
2/8/2020,25,0,1
2/8/2020,24,0,1
2/8/2020,18,0,3
2/8/2020,17,0,1
2/8/2020,16,0,1
2/8/2020,13,0,0
2/8/2020,13,0,1
2/8/2020,11,0,0
2/8/2020,10,0,1
2/8/2020,7,0,0
2/8/2020,5,0,0
2/8/2020,4,0,2
2/8/2020,4,0,0
2/8/2020,4,0,0
2/8/2020,3,0,0
2/8/2020,3,0,0
2/8/2020,3,1,0
2/8/2020,3,0,0
2/8/2020,2,0,0
2/8/2020,2,0,0
2/8/2020,2,0,0
2/8/2020,2,0,0
2/8/2020,2,0,0
2/8/2020,2,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,1
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/8/2020,1,0,0
2/9/2020,29631,871,1795
2/9/2020,1131,1,141
2/9/2020,1075,0,201
2/9/2020,1033,6,153
2/9/2020,838,1,186
2/9/2020,779,1,72
2/9/2020,740,0,73
2/9/2020,468,2,51
2/9/2020,468,0,71
2/9/2020,444,1,63
2/9/2020,386,1,71
2/9/2020,326,2,37
2/9/2020,307,6,14
2/9/2020,293,1,44
2/9/2020,250,0,35
2/9/2020,208,0,25
2/9/2020,206,2,34
2/9/2020,195,1,18
2/9/2020,141,0,18
2/9/2020,131,3,19
